county,reporting_agency,agency_full_name,ncic_number_county,ncic_number_city,ncic_number_agency,date_of_birth_mm,date_of_birth_dd,date_of_birth_yyyy,race,gender,custody_status,custody_offense,date_of_death_yyyy,date_of_death_mm,date_of_death_dd,custodial_responsibility_at_time_of_death,location_where_cause_of_death_occurred,facility_death_occured,manner_of_death,means_of_death
Ventura,Sheriff,Ventura County Sheriff's Department,56,00,00,6,8,1949,Unknown,Male,Booked - Awaiting Trial,240,1981,3,3,Adult Camp or Ranch,Living,Adult Camp or Ranch,Suicide,"Hanging,Strangulation"
Monterey,State,Correctional Training Facility,27,01,5C,12,29,1953,Black,Male,Sentenced,0,1981,3,4,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Solano,State,California Medical Facility,48,01,5C,10,13,1945,White,Male,Sentenced,0,1981,3,6,CDC/CRC,Common,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Solano,State,California Medical Facility,48,01,5C,12,25,1949,White,Male,Sentenced,0,1981,3,7,CDC/CRC,Other,CDC/CRC,Suicide,"Hanging,Strangulation"
San Francisco,Police,San Francisco Police Department,38,01,00,7,2,1939,Black,Male,Booked - Awaiting Trial,620,1981,3,10,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
San Joaquin,Sheriff,San Joaquin County Sheriff's Department,39,00,00,0,0,Unk,Hispanic,Male,Booked - Awaiting Trial,0,1981,3,11,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Stanislaus,Sheriff,Stanislaus County Sheriff's Department,50,00,00,12,9,1929,White,Male,Unknown,0,1981,3,15,County Jail,Living,County jail,Natural,Not Applicable
San Joaquin,State,Deuel Vocational Institution,39,01,5C,7,14,1955,White,Male,Unknown,0,1981,3,18,County Jail,Unknown,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,0,0,1959,Black,Female,Booked - Awaiting Trial,46,1981,3,19,None,Not Applicable,Local Hospital,Accidental,Not Applicable
San Francisco,Police,San Francisco Police Department,38,01,00,3,2,1920,Black,Male,Booked - Awaiting Trial,200,1981,3,20,Other,Other,Local Hospital,Homicide Willful (Other Inmate),Firearm
San Mateo,Sheriff,San Mateo County Sheriff's Department,41,00,00,8,29,1916,White,Male,Booked - Awaiting Trial,89,1981,3,21,County Jail,Holding,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,0,0,1958,Black,Male,Unknown,0,1981,3,22,County Jail,Other,County jail,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
San Joaquin,State,Deuel Vocational Institution,39,01,5C,3,24,1948,White,Male,Unknown,0,1981,3,24,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Women,36,08,5C,1,9,1932,White,Female,Unknown,0,1981,3,26,CDC/CRC,Unknown,Local Hospital,Pending/Unknown,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,12,30,1915,Asian,Male,Sentenced,100,1981,3,26,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Santa Clara,Sheriff,Santa Clara County Sheriff's Department,43,00,00,11,13,1964,Hispanic,Male,Booked - Awaiting Trial,950,1981,3,26,Local Juvenile facility,Medical Treatment,Local Juvenile Facility,Pending/Unknown,Not Applicable
San Francisco,Police,San Francisco Police Department,38,01,00,11,13,1950,Black,Male,Booked - Awaiting Trial,0,1981,3,26,County Jail,Living,County jail,Pending/Unknown,Not Applicable
Sacramento,State,Folsom State Prison,34,01,5C,0,0,1958,Unknown,Male,Sentenced,0,1981,3,30,CDC/CRC,Common,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Ventura,Police,Ventura Police Department,56,08,00,12,18,1964,White,Male,Booked - Awaiting Trial,500,1981,4,5,Local Juvenile facility,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,10,8,1933,Black,Male,Booked - Awaiting Trial,398,1981,4,18,County Jail,Living,Local Hospital,Natural,Not Applicable
San Francisco,Police,San Francisco Police Department,38,01,00,6,29,1933,Black,Male,Booked - Awaiting Trial,400,1981,4,19,County Jail,Living,Local Hospital,Natural,Not Applicable
San Francisco,Police,San Francisco Police Department,38,01,00,8,25,1923,White,Male,Booked - Awaiting Trial,56,1981,4,20,County Jail,Living,County jail,Natural,Not Applicable
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,7,14,1957,White,Male,Out to Court,100,1981,4,23,County Jail,Holding,Local Hospital,Homicide Willful (Other Inmate),Unknown
Marin,State,San Quentin State Prison,21,01,5C,1,6,1933,White,Male,Sentenced,806,1981,4,23,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,0,0,1929,White,Male,Booked - Awaiting Trial,200,1981,4,27,County Jail,Other,Local Hospital,Suicide,Other
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,5,15,1958,White,Male,Unknown,0,1981,4,27,County Jail,Living,County jail,Pending/Unknown,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,0,0,1920,Black,Male,Sentenced,856,1981,4,28,Adult Camp or Ranch,Common,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,0,0,1945,Hispanic,Male,Booked - No Charges Filed,811,1981,5,2,County Jail,Medical Treatment,County jail,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,0,0,1934,White,Male,Unknown,0,1981,5,3,County Jail,Living,County jail,Pending/Unknown,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,6,15,1956,Hispanic,Female,Booked - No Charges Filed,856,1981,5,4,Other,Holding,Other,Suicide,"Hanging,Strangulation"
Solano,State,California Medical Facility,48,01,5C,7,24,1943,White,Male,Sentenced,0,1981,5,11,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Kern,Police,Taft Police Department,15,08,00,12,22,1942,White,Male,Booked - No Charges Filed,78,1981,5,11,County Jail,Living,County jail,Natural,Not Applicable
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,4,3,1921,White,Male,Booked - Awaiting Trial,856,1981,5,12,County Jail,Holding,Local Hospital,Natural,Not Applicable
Alameda,Police,Oakland Police Department,1,09,00,11,14,1951,Black,Male,Booked - No Charges Filed,320,1981,5,12,None,Not Applicable,Local Hospital,Homicide Justified (Law Enforcement Staff),Firearm
Marin,State,San Quentin State Prison,21,01,5C,0,0,1961,Black,Male,Sentenced,410,1981,5,13,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,1,6,1930,Black,Male,Sentenced,0,1981,5,20,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Sacramento,State,Folsom State Prison,34,01,5C,0,0,1956,Unknown,Male,Sentenced,0,1981,5,23,CDC/CRC,Other,CDC/CRC,Accidental,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,9,18,1946,White,Male,Sentenced,101,1981,5,23,CDC/CRC,Living,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Sacramento,Sheriff,Sacramento County Sheriff's Department,34,00,00,1,18,1941,Asian,Male,Booked - Awaiting Trial,100,1981,5,24,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
Riverside,Sheriff,Riverside County Sheriff's Department,33,00,00,3,22,1961,Black,Male,Sentenced,94,1981,5,27,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Marin,State,San Quentin State Prison,21,01,5C,3,1,1953,Hispanic,Male,Sentenced,210,1981,5,30,CDC/CRC,Medical Treatment,CDC/CRC,Accidental,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,8,7,1955,Hispanic,Male,Sentenced,210,1981,5,30,CDC/CRC,Medical Treatment,CDC/CRC,Accidental,Not Applicable
Los Angeles,Police,Signal Hill Police Department,19,67,00,6,12,1959,Black,Male,Booked - No Charges Filed,341,1981,6,2,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
Butte,Sheriff,Butte County Sheriff's Department,4,00,00,1,15,1952,White,Male,Unknown,0,1981,6,7,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Marin,State,San Quentin State Prison,21,01,5C,3,5,1962,Hispanic,Male,Sentenced,101,1981,6,7,CDC/CRC,Living,CDC/CRC,Homicide Willful (Other Inmate),"Hanging,Strangulation"
Los Angeles,Police,Signal Hill Police Department,19,67,00,4,15,1933,White,Male,Awaiting Booking,837,1981,6,9,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
Marin,State,San Quentin State Prison,21,01,5C,4,6,1948,White,Male,Sentenced,200,1981,6,9,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Sacramento,State,Folsom State Prison,34,01,5C,7,2,1959,Hispanic,Male,Sentenced,0,1981,6,9,CDC/CRC,Living,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
San Francisco,Police,San Francisco Police Department,38,01,00,8,19,1950,White,Male,Booked - No Charges Filed,392,1981,6,11,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
San Francisco,Sheriff,San Francisco County Sheriff's Department,38,00,00,4,12,1942,White,Male,Sentenced,500,1981,6,12,County Jail,Living,County jail,Suicide,"Knife,Cutting Instrument"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,11,4,1953,White,Male,Booked - No Charges Filed,100,1981,6,17,Other,Other,Local Hospital,Pending/Unknown,Unknown
Monterey,Police,Monterey Police Department,27,06,00,6,29,1943,White,Male,Booked - No Charges Filed,46,1981,6,21,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Solano,State,California Medical Facility,48,01,5C,8,21,1940,White,Male,Sentenced,320,1981,6,21,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,3,31,1957,White,Male,Sentenced,320,1981,6,21,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
San Joaquin,Sheriff,San Joaquin County Sheriff's Department,39,00,00,4,4,1934,Black,Male,Booked - No Charges Filed,46,1981,6,22,County Jail,Living,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,0,0,1913,Unknown,Male,Sentenced,0,1981,6,25,CDC/CRC,Common,CDC/CRC,Natural,Not Applicable
San Joaquin,State,Deuel Vocational Institution,39,01,5C,12,23,1957,White,Male,Sentenced,0,1981,6,28,CDC/CRC,Other,CDC/CRC,Accidental,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,0,0,1918,Unknown,Male,Sentenced,0,1981,6,29,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,0,0,1918,White,Male,Unknown,0,1981,6,29,County Jail,Medical Treatment,Local Hospital,Natural,Not Applicable
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,5,23,1930,White,Male,Booked - Awaiting Trial,46,1981,7,14,County Jail,Living,Local Hospital,Natural,Not Applicable
Monterey,Police,Monterey Police Department,27,06,00,11,28,1940,White,Male,Unknown,0,1981,7,14,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
Marin,State,San Quentin State Prison,21,01,5C,1,29,1958,Hispanic,Male,Sentenced,150,1981,7,16,CDC/CRC,Common,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,9,9,1948,Black,Male,Booked - Awaiting Trial,610,1981,7,20,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
San Bernardino,State,California Institution for Men,36,01,5C,0,0,1925,Unknown,Male,Sentenced,0,1981,7,22,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,0,0,1944,White,Male,Booked - No Charges Filed,46,1981,7,22,County Jail,Living,Local Hospital,Natural,Not Applicable
Santa Clara,Sheriff,Santa Clara County Sheriff's Department,43,00,00,8,3,1956,Black,Male,Booked - Awaiting Trial,200,1981,7,25,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
San Francisco,Sheriff,San Francisco County Sheriff's Department,38,00,00,9,9,1941,Black,Male,Sentenced,200,1981,7,28,County Jail,Living,Local Hospital,Accidental,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,10,28,1943,Black,Male,Booked - No Charges Filed,320,1981,7,29,Local Hospital,Medical Treatment,Local Hospital,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,2,27,1938,Black,Male,In Transit,94,1981,7,29,County Jail,Living,Local Hospital,Pending/Unknown,Not Applicable
Riverside,Sheriff,Riverside County Sheriff's Department,33,00,00,3,7,1950,White,Male,Sentenced,856,1981,7,31,County Jail,Medical Treatment,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,0,0,1927,Unknown,Male,Sentenced,0,1981,8,1,CDC/CRC,Common,CDC/CRC,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,1,25,1961,Black,Male,Sentenced,0,1981,8,1,CDC/CRC,Common,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
San Francisco,Police,San Francisco Police Department,38,01,00,8,31,1950,Black,Male,Booked - No Charges Filed,856,1981,8,1,County Jail,Holding,Local Hospital,Suicide,"Hanging,Strangulation"
Colusa,Sheriff,Colusa County Sheriff's Department,6,00,00,12,21,1951,American Indian,Male,Unknown,0,1981,8,2,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
San Francisco,Police,San Francisco Police Department,38,01,00,8,12,1954,White,Male,Awaiting Booking,430,1981,8,2,None,Not Applicable,Local Hospital,Pending/Unknown,Not Applicable
Solano,State,California Medical Facility,48,01,5C,4,12,1957,Black,Male,Sentenced,0,1981,8,7,CDC/CRC,Medical Treatment,CDC/CRC,Accidental,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,10,26,1957,White,Male,Sentenced,201,1981,8,9,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,5,21,1942,White,Female,Booked - No Charges Filed,200,1981,8,14,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
San Bernardino,State,California Institution for Men,36,01,5C,2,25,1920,White,Male,Sentenced,0,1981,8,24,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Los Angeles,Police,Long Beach Police Department,19,41,00,4,27,1945,White,Male,Unknown,0,1981,8,25,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
San Joaquin,State,Deuel Vocational Institution,39,01,5C,4,3,1957,Hispanic,Male,Sentenced,0,1981,8,28,CDC/CRC,Common,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,5,3,1920,White,Male,Unknown,0,1981,8,31,State Hospital,Common,State Hospital,Suicide,"Hanging,Strangulation"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,2,15,1930,Hispanic,Male,Unknown,502,1981,9,12,County Jail,Living,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Unknown due to data reported,19,25,00,0,0,1953,Black,Male,Unknown,200,1981,9,12,None,Not Applicable,Other,Pending/Unknown,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,3,2,1959,Hispanic,Male,Booked - Awaiting Trial,880,1981,9,15,County Jail,Common,Local Hospital,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,2,20,1963,Hispanic,Male,Booked - Awaiting Trial,26,1981,9,25,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Marin,State,San Quentin State Prison,21,01,5C,1,29,1928,White,Male,Sentenced,0,1981,9,25,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Merced,Sheriff,Merced County Sheriff's Department,24,00,00,10,13,1947,Asian,Male,Unknown,0,1981,9,26,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
San Bernardino,State,California Institution for Women,36,08,5C,0,0,Unk,Unknown,Female,Sentenced,0,1981,9,28,CDC/CRC,Not Applicable,CDC/CRC,Pending/Unknown,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,4,4,1955,White,Male,Unknown,0,1981,10,3,County Jail,Common,County jail,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,12,4,1935,Black,Male,Booked - No Charges Filed,100,1981,10,5,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,9,8,1942,White,Male,Sentenced,516,1981,10,6,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Contra Costa,Sheriff,Contra Costa County Sheriff's Department,7,00,00,12,12,1940,White,Male,Sentenced,856,1981,10,9,County Jail,Common,Local Hospital,Accidental,Not Applicable
Solano,State,California Medical Facility,48,01,5C,4,21,1947,White,Male,Sentenced,0,1981,10,16,CDC/CRC,Common,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,11,23,1925,White,Male,Booked - Awaiting Trial,396,1981,10,22,County Jail,Medical Treatment,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,8,15,1953,Black,Male,Unknown,400,1981,10,30,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,9,3,1941,Hispanic,Male,Booked - No Charges Filed,850,1981,10,31,None,Not Applicable,Local Hospital,Accidental,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,2,13,1962,Hispanic,Male,Booked - No Charges Filed,850,1981,11,1,None,Not Applicable,Local Hospital,Accidental,Not Applicable
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,7,9,1962,White,Male,Awaiting Booking,100,1981,11,2,County Jail,Holding,County jail,Suicide,"Hanging,Strangulation"
Kern,Sheriff,Kern County Sheriff's Department,15,00,00,7,14,1941,White,Male,Sentenced,46,1981,11,2,County Jail,Living,Local Hospital,Natural,Not Applicable
San Luis Obispo,State,California Men's Colony,40,01,5C,6,12,1921,Hispanic,Male,Sentenced,0,1981,11,3,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Contra Costa,Sheriff,Contra Costa County Sheriff's Department,7,00,00,5,21,1949,White,Male,Booked - Awaiting Trial,300,1981,11,3,County Jail,Living,Local Hospital,Suicide,Other
Monterey,State,Correctional Training Facility,27,01,5C,12,2,1961,Hispanic,Male,Sentenced,0,1981,11,9,CDC/CRC,Living,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Solano,State,California Medical Facility,48,01,5C,3,23,1939,White,Male,Sentenced,570,1981,11,13,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,3,21,1952,Hispanic,Male,Booked - No Charges Filed,400,1981,11,22,None,Not Applicable,Local Hospital,Homicide Justified (Law Enforcement Staff),Firearm
Tuolumne,State,Sierra Conservation Center,55,01,5C,11,7,1948,White,Male,Sentenced,101,1981,11,23,CDC/CRC,Other,CDC/CRC,Accidental,Not Applicable
Tuolumne,State,Sierra Conservation Center,55,01,5C,5,15,1946,White,Male,Sentenced,320,1981,11,23,CDC/CRC,Other,CDC/CRC,Accidental,Not Applicable
Sacramento,State,Folsom State Prison,34,01,5C,12,20,1953,White,Male,Sentenced,0,1981,11,24,CDC/CRC,Common,Local Hospital,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,9,29,1953,Black,Male,Sentenced,320,1981,11,30,County Jail,Living,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,4,1,1958,Black,Male,Sentenced,0,1981,12,2,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,2,17,1954,Hispanic,Male,Booked - Awaiting Trial,320,1981,12,7,County Jail,Living,Local Hospital,Natural,Not Applicable
